# Length, Width, Layers
2.767063840924756590e+01,8.653916407918504916e-01,8.231520940856663637e-01
2.627778937250049296e+00,1.975923093140672293e+01,2.753066632933909297e-02
3.474797009721140029e+01,1.254918025002430326e+01,9.842820307750860254e-01
1.698810647586015321e+01,3.197313925318267280e+01,5.816713365647994127e-01
1.794896948327287944e+01,3.240598820162841776e+01,8.250840310771068165e-02
3.678295879341596475e+01,3.833156884289289223e+01,8.990201277059893803e-01
1.037589576793604529e+01,2.454376834907901284e+01,9.919121766654214190e-01
1.589439080191321629e+01,3.575286934874600320e+01,3.085613958000295032e-01
1.614476115113223997e+01,3.853580383952821364e+01,5.210780916195290047e-01
1.196222413968596499e+01,3.901013747941440357e+01,8.560868437346532689e-01
1.525214033544601833e+01,2.125928548268014140e+01,6.532501069064748922e-01
9.424691443003139213e+00,3.504771931413219477e+01,4.130629337924913713e-01
1.209814414092207002e+01,1.787206290620815707e+01,4.153625551118088621e-01
3.459309308578738040e+01,1.305335969804375296e+01,8.155479722537146703e-01
2.732660757949488683e+01,3.309733728327924496e+01,7.626220554939819873e-01
3.531519765741195727e+01,3.710198300318970155e+01,6.862748193096644966e-01
3.490219328124342724e+01,3.510213520870307491e+01,2.841946094666526479e-01
2.458284621408705561e+01,5.039659684388033689e+00,5.307029426805923711e-01
4.984104889349016965e+00,3.331537908177703855e+01,6.921874011440595220e-01
2.320612668496154640e+01,3.438423748905882604e+01,6.385052053136589523e-01
1.377890706631884044e+01,3.442549484137141746e+01,4.303023491544654133e-01
2.904919287464644029e+01,1.816375601250203431e+01,1.389162164297044200e-01
3.435575151469257804e+01,2.173319901324391168e+01,6.235368893052906092e-02
3.980693769672371474e+01,3.633036792717876295e+01,5.844977696718071103e-01
2.903567899499394755e+01,3.566937212555329495e+01,2.425700722474620763e-01
5.767094911201988694e+00,3.922607969833271646e+00,9.986520705895864936e-01
3.267933619474436568e+01,3.742254177849513042e+01,2.728852519853741665e-02
1.225832585291655974e+01,9.410807410083187108e+00,1.230660765549573821e-02
1.191226605262527016e+01,2.748001348363997209e+01,4.467922992303574592e-02
3.689556777754083861e+00,3.255963359715896388e+01,6.440848241571432986e-01
3.986946687556928026e+01,9.314632108003678468e+00,2.785264402090874558e-01
3.461170209221161542e+01,2.892073275750576400e+01,5.051439356014197912e-01
2.513952555834083924e+01,2.601144532526413755e+01,1.319435610209990228e-01
7.804025196427750721e+00,3.465239020546798798e+01,8.442353701115565823e-01
3.948721551396991458e+01,1.628153752208746141e+01,7.172899185629669772e-01
1.997166663930345365e+00,2.077040924072787931e+01,5.204663623636383019e-01
3.130970322904640923e+01,2.946540681936848571e+01,9.449897401580255041e-01
3.775427688749540778e+01,2.556145549372201842e+01,5.963418180830060145e-01
1.579074820922937938e+01,1.499817676464066274e+01,9.576443732846811052e-01
3.402027858979971597e+01,3.411624460687153260e+01,9.750871185600997748e-01
2.759614256264134369e+01,3.972132070126778558e+01,7.832507274782263273e-02
3.013293794554908089e+01,2.135111515895817824e+00,2.188659123718056376e-01
2.717225855316318572e+01,2.840943387812667709e+01,9.551414618400771994e-01
3.526868748425796696e+01,8.274855532288668769e+00,3.605344634727978281e-01
3.396851716236377605e+00,1.632656754710457392e+01,4.745829016191982497e-02
2.687775152217627195e+01,3.541015286019409558e+01,3.463723404308090004e-01
2.405610001707065493e+01,3.035301679325831259e+01,9.499248783316013300e-01
7.571617555495895324e+00,3.070393021876531847e+00,9.560132018545804966e-01
3.184949305772324379e+01,2.348127549572091155e+01,8.305899089636225030e-01
2.449247702371143021e+01,3.895829633847195339e+01,8.028688752504246073e-01
1.388936270791722194e+01,3.339019492934325939e+01,7.345482623426702329e-01
3.093888099759776367e+01,8.085952768596831319e+00,4.134124086629017425e-01
3.579287708708816496e+01,1.274083410915564230e+01,2.563944367335662111e-01
3.822925629392513258e+01,1.075458401039771417e+01,7.700903414939874736e-01
9.492840892370901784e+00,3.192512742216262822e+01,6.231175244783306866e-01
3.245843426114825547e+01,2.401015107469817877e+01,5.582730879983976990e-02
7.537376212170165957e+00,1.570512432304639105e+01,4.587938675860119275e-01
1.498220482712524948e+01,1.557296332213291556e+00,7.668657473319753226e-01
2.203491850259167251e+01,9.975638073906001324e-02,1.082334566917371177e-01
2.041463036916778151e+01,8.771793138529773159e+00,9.623631294870097497e-01
3.134365932309792768e+01,1.782036026457551969e+01,4.964875089410016873e-01
1.316648390390749768e+01,1.259520246559221590e+01,8.573682388902470475e-01
2.443877228323141537e+01,1.626010160802589510e+01,1.218258004038670350e-01
2.131145225703524915e+01,3.417692929686510439e+01,6.539521602780946630e-01
7.428377630713649538e+00,2.247011077005840818e+01,3.970094960183421229e-01
2.168203190063058727e+01,1.221356287312340783e+01,1.102104758745156010e-01
1.117069088290876167e+01,3.189978839892193108e+01,6.414631823575172032e-01
1.671555924030285922e+01,1.183756613283557613e+01,4.387493692797502787e-01
1.939390424677853986e+01,2.828286845210122991e+01,9.996347833017568130e-01
2.046014775059634694e+00,3.685103868955552997e+01,6.455244145720440141e-01
7.399664015674201067e-01,1.188662471023147482e+01,9.993003379077527448e-01
1.856127260361337683e+00,3.606972929756459934e+01,7.771396252567025487e-01
8.361589682740557805e+00,8.849528593261354104e+00,7.527088691256939024e-01
1.833491447884231462e+01,9.336908971302971594e+00,8.647041197784866018e-02
9.301706080958771494e+00,1.699995470436814671e+01,7.781463345057383352e-01
1.833182137738980799e+01,8.668704153543767887e+00,9.201594089737162863e-01
1.565362989690974871e+00,3.568157783332912558e+00,6.765444127118815931e-01
3.245211730978996911e+01,2.812277438935297269e+01,1.238026248222499071e-01
1.915415403588809440e+01,3.542313112971664424e+01,5.551027745986072404e-01
3.595227873655623085e+01,2.259233904222249123e+01,3.475431850245902510e-02
2.071550446113203137e+01,3.174201299408488808e+01,4.410904321443296361e-01
1.576818432605227471e+01,2.190570424907575031e+01,8.736655961715611429e-02
1.737386301595051208e+01,4.197629852114972415e+00,1.179003414845473108e-01
4.413611793334633049e+00,3.200951362625753660e+01,8.991459571143176621e-01
3.090717522265862982e+01,3.851870703948843300e+01,5.025551635572400588e-02
1.490014747516010374e+01,2.291307804026745387e+00,9.380217792318932268e-01
2.321408903706090321e+00,2.726389296331518963e+01,9.336502590911965882e-01
3.531570954240387294e+01,2.407582981429884228e+01,9.944747354603830081e-01
6.973441863095812820e+00,1.530120258617051476e+00,1.545878646982205007e-01
2.663356819797461128e+01,4.625029974276628764e-01,3.713823119891753732e-01
1.113711331077733568e+00,2.789882575931398634e+01,2.372840478332166603e-01
9.038917343604913057e-01,1.382212327296719501e+01,3.250418852851021390e-01
1.795869316699980622e+00,1.224740732495173035e+01,9.012240158976907445e-01
1.185909642545904674e+01,3.679348004362772429e+00,2.619635960064561342e-01
5.385193860940464816e+00,3.925343303454254595e+01,7.014605496840107257e-01
1.925016739359023887e+01,3.812706313847603923e+01,3.980163122751407823e-01
3.680102011813359297e+01,1.499321661066552736e+00,1.853107902468803525e-01
3.598821288912294847e+01,1.576654846206042571e+00,8.041673579650974180e-01
2.776182123391935619e+01,3.807905704478920228e+01,3.691772227373971704e-01
3.467641412282666380e+01,2.738290808062018300e+01,7.272026311774572038e-01
3.310430332684415333e+00,1.773716280538937795e+01,2.197912818114198252e-01
2.849226646203638325e+01,3.622276719669517142e+00,4.670517852070772413e-01
3.598670107223983905e+01,2.630202910243635372e+01,8.437595206415630100e-01
2.038878645341712925e+00,6.205562915835765025e+00,9.794717487029757086e-01
1.469319275161492655e+01,1.398125093749334802e+01,3.456701354141628046e-01
1.078365726012719961e+01,8.243125871185306153e+00,3.123355518528410091e-01
1.631706280630905326e+01,2.918833252091410557e+01,6.725388704829303732e-01
1.407444635807268973e+01,3.695242477973989992e+01,5.445351042075101677e-01
1.745046366200041632e+01,3.475188146717766813e+01,9.197398309751945167e-01
1.091422428613442719e+01,1.102826324057830121e+01,7.747133708563589405e-01
3.752424446820644732e+01,1.974932839853041600e+01,1.230462641475438268e-01
1.056797482196323656e+01,2.077154288722900333e+01,6.883666834593844541e-01
3.670479451118341530e+01,1.650483394069062193e+00,4.755255257177450900e-01
1.285137138883316510e+01,2.724185818728592068e+01,7.319356545327447838e-01
2.104080584978809121e+00,2.749268723144031590e+00,8.965494801313178552e-02
3.181134454376178056e+01,2.255366926157893204e+01,6.634291450327340911e-01
3.204821136666007320e+00,3.541247693644107386e+01,6.783431716247944054e-01
2.762000740664100817e+01,3.900504816921212381e+01,7.034910968798890885e-01
3.860420884706792322e+01,5.904692629355792199e+00,6.541567566024139024e-01
2.690050569445257622e+01,4.679140637015732906e+00,4.549296941593500287e-01
2.125688704654176142e+00,1.577030486788213537e+01,5.510098197328183733e-01
3.098607628352684884e+01,1.921219178091488899e+00,7.348270160249504857e-01
4.981302990940061903e+00,1.404467388031966912e+00,4.752396066599644531e-01
2.005903381839625155e+01,2.484133187221426731e+00,8.412648888979162853e-01
2.975355355893150033e+00,3.471940088914292488e+01,9.942817092688237546e-01
1.030570642534884485e+01,3.979468837126784564e+01,8.294217416810444332e-01
3.324528115969724951e+01,1.722742566458309810e+01,4.006146062561176668e-01
3.960244672941053068e+01,1.517082837591085109e+01,1.170758599914690778e-01
2.422557805729841718e+01,2.421529556788627247e+01,9.177274304186153753e-01
3.772231795709564750e+01,2.418323360056785276e+01,7.950200417909073503e-01
6.667282567667900395e+00,3.548017862889202689e+01,7.155702398606816894e-01
2.474750476442873293e+01,5.023953555019695649e+00,5.714085855907597988e-01
2.846940326235716157e+01,2.744708403872196101e+01,1.638697430144919753e-02
3.114937205981933133e+01,3.627350677181480165e+01,9.928771722346073636e-01
3.852738157250345097e+01,1.079914105192240825e+01,1.349206732512464590e-01
2.593035830948106835e+01,3.880958905245631030e+01,5.792998580550954291e-01
3.046442048837225158e+01,1.102363053837172480e+01,3.966346844454068377e-01
3.613296297511781319e+01,3.217411407301896986e+01,9.390332151922901049e-01
9.793151400154581410e+00,4.566650201069224480e+00,3.854529053174216013e-01
3.930961983580158403e+01,1.554913525621918424e+01,7.833152156233111896e-01
1.863162931655941179e+01,9.717836240746082765e+00,5.152628090745903222e-01
1.857077096204012534e+01,2.901959709280877320e+01,7.017078905988740622e-01
1.704866557312001518e+01,1.028819284818173863e+01,3.293524415055832932e-01
1.802463097797929592e+01,3.597372181001652081e+01,1.938002666477546265e-01
1.194726195682070724e+01,2.191642414836578823e+01,3.466607395207095266e-01
4.500984456139471845e+00,9.323828398045135302e+00,8.757128846829547175e-01
3.098119812121761640e+01,2.802299686213869734e+01,3.997642184504489604e-01
2.647392099959677836e+00,2.374758916844178458e+01,8.054288851019881790e-01
1.500222798951437753e+01,1.917249649095957054e+01,8.192211385676551050e-02
2.262971246210754295e+00,5.396252057229702359e+00,3.862074681954372757e-01
8.291159798092927247e+00,1.247422319283927550e+01,1.783456811385084606e-01
5.335108478506578322e+00,2.679115776962677842e+01,4.704929082196600554e-01
1.181359178308566982e+01,1.798084075899803480e+01,7.888030139812869379e-01
3.725493167744009781e+01,2.690626969417428072e+01,5.927078845799068629e-01
3.883782282557347543e+01,2.010143371319065508e+01,9.370069840734420730e-01
3.264570699752265881e+01,1.575905796771852252e+01,4.802593010645350713e-02
5.877199662796339652e+00,2.192623063916415305e+01,2.161471883535170946e-01
3.598100458254882028e+01,7.709588594818241880e+00,2.597615542914677444e-02
5.733415823001388745e+00,2.786328575201584812e+01,7.885731153750705769e-01
1.585752296619235224e+01,4.039745581496041460e+00,7.985898878223922637e-01
2.561866903394972894e+01,3.199762382943236005e+01,1.431984706712796651e-02
6.147922929531604019e+00,1.300771951564364670e+01,4.549754723736215700e-01
3.430604675979307672e+01,3.562997343162890473e+01,1.370910345501035188e-01
8.196651802543035714e+00,2.015061268596166144e+01,8.789009526951123696e-01
1.865421908569537734e+01,3.834494712277507489e+00,5.344580293705488705e-01
1.900896728602813113e+01,1.399301255281820389e+01,2.809698948296643906e-01
4.189425876320713726e+00,1.504173276332590348e+01,3.547523020365905833e-01
5.577264234205778770e+00,9.739984417924860693e+00,2.681140759687813402e-01
3.207078686930520917e+01,3.890429087841711464e+01,1.156430199129118153e-01
7.530346053113268212e-01,4.623339605749543502e+00,4.543542575959556018e-01
3.168740624284750851e+01,2.318941574255683591e+01,3.880088260045256865e-01
4.284304827612492872e+00,3.864888202520356941e+01,9.476480632319858044e-01
5.845665829970512206e+00,2.406960124429082981e+01,5.465719009802828543e-01
2.883359052861125349e+01,3.201383199103264587e+01,4.819140753409653088e-01
6.378240804820216603e+00,2.937423115014947328e+01,6.166745960187993703e-01
2.768961599742378965e+01,1.026172352079016470e+01,5.198435355910598910e-01
2.544546383326328254e+01,4.255953614143090924e+00,1.833508422312305486e-01
2.567401450917530781e+01,1.692288234352727727e+01,4.925034341664280557e-01
2.262975503712709724e+01,1.411804799229538609e+01,8.820510351967164597e-01
6.812126339431401334e-02,3.809483649755048873e+01,2.767035014299378259e-01
2.870005825796139476e+01,3.711004042376546863e+01,8.788029448996327320e-01
3.270255983898120888e+01,2.538274894443923557e+01,3.723809062829092076e-01
1.912129775542489085e+01,3.861525434512027566e+00,4.710502065103997493e-01
2.480395025439747769e+01,2.787602865427739829e+01,2.742141513596847435e-01
3.717994721038814987e+01,3.709804667596421268e+01,4.229799067014827774e-01
2.452934062112698044e+01,6.950676551066465869e+00,8.046781545900579813e-01
2.353577206562904678e+01,1.524171548693263212e+01,1.130696596325853065e-02
1.621218853688386119e+01,1.766035152253650153e+01,4.981307075179021160e-01
4.176753369938293048e+00,2.967372737345286282e-01,3.865077286154546821e-01
9.187382277556622512e+00,3.875970220333057625e+01,4.987813335585928876e-01
1.739173242676737985e+01,2.657202167036398066e+01,9.272449646637703768e-02
1.386191449131861653e+00,7.224486132762715229e+00,9.431767998192630564e-02
2.954143343776435415e+01,2.624684897337122891e+01,3.415366271395403608e-01
2.152364319149982208e+01,2.841363934604009600e+01,9.246141285144704458e-01
1.070817878087673947e+01,3.220643839926749052e+01,4.461536163136198274e-01
1.606588870719355810e+01,1.853618694510559095e+01,3.685213390790084143e-01
8.187233260206557617e+00,2.019492187190233778e+01,7.672914365948242388e-01
3.642729201671902928e+01,1.239082249715963258e+01,3.464720169789647919e-02
3.166525956936841624e+01,2.867606168251200671e+01,9.755246044790275572e-01
1.728399248597120419e+01,2.754520546803890824e+01,7.924768139313269621e-01
7.816303395603432236e+00,2.593929519803970152e+01,7.180564218056014747e-01
9.254503336175012862e+00,1.298317745753363006e+01,7.872283971435996008e-01
1.703414912051826136e+01,1.044145855960342573e+01,9.029983735701131442e-01
1.106869185341155415e+01,1.466933858289169557e+01,3.218611632626838803e-01
1.933198893863401580e+01,2.432093518038424307e+01,8.449256749937191779e-01
7.877691028355986447e+00,3.605083086126655445e+01,7.918189377513906724e-02
6.472357076707524470e+00,1.718064156247103291e+00,6.937424660814698330e-01
4.042223363253207857e+00,2.511175446804119105e+01,8.906372295344281431e-01
8.037149105743171873e+00,1.933731314827862846e+01,2.585795108925974528e-01
1.763416812608353013e+01,3.807531061502051273e+01,7.618352762951141610e-01
3.260750498686631715e+01,1.584355808744234295e+01,2.651854652134876256e-01
3.307700399390108004e+01,2.993888212119374614e+01,4.728357133037028870e-01
1.978049955563982465e+01,3.731438257654205159e+01,4.656859583559522786e-01
2.401613045049272444e+01,5.081191691723625503e+00,9.919051252600968871e-01
2.637376183158411891e+01,2.559372721056644906e+01,1.955636473896437133e-01
3.990806322303492237e+01,6.442630998299225809e-01,6.848028877981819917e-01
1.341715305247453749e+01,1.052695107773054062e+01,8.015194991805358882e-01
3.902649125379108597e+01,1.176449177040783312e+01,9.990726217331900028e-01
8.687156476151095319e+00,2.613114006360892105e+01,2.424708280576550745e-01
2.216949746194719850e+01,2.804902295179053340e+01,3.091321098761826702e-01
7.431391175473551769e+00,6.123045314427471020e+00,4.826785676791719437e-01
3.071801908659845814e+00,2.249907561428034697e+01,5.909101329372233868e-01
3.795849944235012430e+01,3.396249849162756362e+01,8.432166644146462664e-01
7.340254554604102033e+00,1.716751222831952362e+01,8.776883374790452885e-01
1.430865369315198166e+01,7.306224852819243054e-01,8.356438533581584949e-01
1.306557131335026156e+01,2.209765945187184499e+01,6.743750187010797426e-01
2.430424780857545741e+01,3.662784054678117229e+01,7.185996214415760752e-01
6.119453349805614728e+00,1.102365814507940556e+01,3.573417690534832492e-01
2.497044440559051282e+01,3.626374570771765349e+01,1.912645232863622313e-01
1.667151976173845185e+01,6.472471157048009793e+00,7.024602305758937959e-01
8.925929956066781301e+00,5.621931121077761162e-01,3.953087751034434216e-02
5.953769194101612428e+00,2.054502977648252227e+01,9.517367704501883408e-01
1.781382519355280891e+01,3.179564172422217538e+01,9.517281695806156794e-02
2.015051563027738268e+01,3.133604045424205253e+01,9.045976888051321385e-01
9.545581701952876585e+00,3.385904385564241181e+01,5.575594300544758353e-01
2.144155192605820304e+01,1.240193081496149041e+01,1.311577927464571136e-01
3.281014868101866711e+01,3.366352262015644214e+01,2.352270213629111817e-01
3.807233033167365477e+01,2.130922105764621577e+01,6.053572350691738269e-01
5.597898656604893830e-01,2.778442532957933508e+01,7.460594007784642212e-01
2.730400817615696241e+01,8.516686631366209070e+00,8.177178607440394043e-02
3.046986041884089502e+01,1.238497023920773898e+01,3.184776144206664661e-01
3.048204094052760738e+01,2.750128108817467165e+01,1.145116957052961792e-01
5.498266572075594105e+00,1.442909663779048834e+01,8.975135261114309815e-01
3.482320976484886188e+01,1.256818994672939560e+01,4.081381853136004656e-01
3.556076842304599950e+01,3.552339046556051017e+01,4.895856847675144063e-01
9.032830313520761933e+00,1.191855425774969746e+01,5.981535797498069851e-01
1.574553491230617830e+01,2.900028453582476118e+01,4.169591538870606184e-01
3.847872118018689491e+01,3.713079824229711789e+01,7.697950659081035374e-01
1.310061090300786191e+01,2.270424348603251730e+01,7.394727452936817880e-01
2.902133159501109105e+01,3.463323986836765300e+01,5.410104854671252683e-01
2.510402623265633082e+01,2.381443531121017543e+01,3.891662592411482269e-01
5.229840020068263762e+00,1.601306046566974928e+01,3.263896654219905491e-01
3.854170799982534845e+01,3.679655833559159106e+01,4.242381579572911399e-01
2.197939369972535673e+01,2.633772153018792395e+01,6.766473736019138485e-01
3.091540527156933393e+01,2.460999057315673255e+01,6.667831284233598499e-01
3.032384473581846507e+01,2.593665963666203567e+01,8.699065824158849214e-01
2.640944308618093928e+01,2.832990019858181441e+01,9.208485507974750739e-01
2.862275134814137445e+01,2.820949197928084118e+01,8.157309402887845673e-01
2.879026741685887814e+01,3.397304818150343664e+01,2.038314149875878334e-01
1.710653473709986550e+00,3.168039959441664877e+01,8.461617261978277016e-01
3.875962426877556055e+01,2.832565046350543625e-01,7.271183154711267083e-01
1.169661076390584498e+01,3.385550648701710230e+01,6.480713895592189466e-01
3.314538177335985836e+01,3.652781358327871430e+01,7.759575919162944313e-01
2.703727002264717072e+01,2.795414062296629254e+01,4.789428596860804133e-01
3.462519596209755690e+01,2.367273841305902948e+01,4.452724344430447623e-02
9.278823260215576241e+00,3.151281409566175284e+01,3.870723708199474977e-02
2.874245705154095276e+01,2.636093100707767434e+01,5.165594323764469697e-01
3.431612288306286729e+01,1.469140288537905903e+01,1.292306850651656625e-01
3.708058669757663495e+01,3.884345326118641850e+01,6.867240583207522286e-01
1.636519859620460338e+01,1.313996823760358623e+01,2.543113693700468358e-01
7.966428300267818230e+00,3.948757352759956518e+01,6.469992686385875880e-01
2.769487385310983996e+01,6.694061786718519258e-01,6.196565650240515311e-04
2.385728634286893524e+01,2.657035255548003683e+00,6.404249844773679534e-01
4.250932543438494804e+00,8.361151483183576261e+00,4.218777811813710921e-01
1.749490352376333746e+01,1.961468343064061060e+01,4.598115607301923591e-01
2.832573183845226694e+01,3.517627688901603733e+01,4.893473567619860409e-01
9.416933270489424856e+00,1.702007408817778256e+01,8.514961452533040820e-01
1.056568085248494882e+00,2.615989477533655361e+01,5.495352283940019289e-01
9.892670791448665568e-01,3.915824657952797772e+00,2.634013514155376656e-01
1.010932444661758112e+01,1.689305341949909334e+01,2.248229314166960702e-01
3.159671223967732701e+00,1.513637082338341600e+00,9.083473292142506539e-01
3.812074729705630460e+01,2.482151969023995974e+01,6.680943323321456573e-01
2.747329584454132245e+01,3.117931135671815568e+01,2.356093789075879297e-01
1.918601287161602187e+01,3.290494048045634656e+01,1.557621120520784608e-01
1.338436400209524813e+01,3.955893637548193453e+00,5.134982503093076245e-01
6.512448018162708685e+00,1.375750025969986723e+01,2.870761203498614078e-01
1.249757912090549894e+01,6.801886783743444909e+00,5.410733215473600977e-01
1.601591030909403557e+01,8.483819772167642270e+00,6.096392726717282384e-01
1.657032428975778160e+01,9.494922903408609116e-01,6.261584314735246792e-01
3.020917183057019173e+00,3.418229048313848750e+01,7.218102526554270870e-02
2.730849982829140998e+01,4.728881624491023672e+00,2.670210468388068970e-01
1.573673232882191542e+01,3.796341269068418711e+01,8.025600166578290562e-01
9.224707416994185394e+00,1.761765213089420712e+01,5.832760020446753346e-01
2.562990405172211084e+01,1.481701066170705872e+01,9.564454084506587295e-01
1.903236993796353360e-01,2.617848378417781419e+01,6.660116218010012634e-01
6.493324986200090798e+00,2.400889298186951493e+01,9.360983917512751828e-01
3.911952494319974960e+01,3.738528117735314282e+01,2.743111631011507789e-01
2.066908935494063826e+01,1.990761726746925575e+01,6.420821416212028065e-01
2.311223160279080346e+01,1.949877606503559591e+01,5.513598358936758759e-01
1.006889989827916665e+01,2.040110205685651934e+01,2.048103406664510961e-01
2.536609195749516843e+01,3.096715737210505281e+01,1.554607464681945217e-02
6.156302910217221758e+00,2.103856339582173973e+01,3.337047928133343166e-01
1.267230020779665622e+01,3.816712123740155960e+01,1.741215135941039938e-01
2.876287291337368401e+01,4.960072734529124006e+00,7.209378359291352956e-01
9.850689437604710719e+00,2.387690052702860299e+01,4.912285452401951025e-01
3.941454969089755878e+01,1.079530121875988158e+01,9.986326611152723798e-01
2.579663008643293409e+01,3.648564116287245440e+01,5.621775253465721711e-01
7.760038107429427789e+00,3.284933963284004932e+01,9.063595052767241533e-01
2.877923150272923003e+00,9.480177545706091280e+00,9.280396755069940662e-01
6.976641285804574544e+00,2.775686534706141018e+01,7.338775286565458744e-01
9.128769338118466692e+00,2.661063753212312122e+01,2.988742379363138468e-01
5.722118313724813277e+00,4.623786988333042913e+00,8.638342556151068496e-02
3.711779349308037013e+01,3.464597486301213003e+00,5.492752463850284483e-01
2.469970670545361813e+01,2.161214596032172253e+01,6.037254423458546793e-01
3.145648810996468647e+00,6.630636474309485884e+00,3.331191265065900353e-01
2.164700012335469381e+01,3.315813542697838301e+01,6.460911136292044610e-01
3.762284162359413386e+01,1.904152146110060784e+00,2.670290872853853248e-02
3.126081508395124686e+01,3.606943807552895720e+01,7.256221473404997901e-01
6.551198128352564432e+00,1.828090653144866096e+01,9.548423898377834673e-01
2.670962155467244514e+01,2.786040198852455774e+01,9.397813044724578901e-02
1.291065251298741146e+01,2.551471005078313681e+01,8.693543306207023313e-01
1.905897929033509186e+01,1.100374876765584098e+01,7.971870510740375337e-02
2.124380358710466155e+01,3.432792723664323375e+01,7.815372645094147419e-01
2.303557350774213575e+01,9.188731119343929166e+00,6.193743692028876868e-01
